Origin,Dest,Reporting_Airline,TotalFlights,DelayedFlights,CancelledFlights,AvgDepDelay,AvgArrDelay
RDU,BNA,WN,1084,420,2,6.761552680221811,0.5912882298424467
EWR,MSY,UA,1084,316,18,8.272983114446529,-0.1251175917215428
MSY,EWR,UA,1083,286,23,12.168867924528302,3.618371212121212
DAB,CLT,OH,1083,276,31,8.945817490494296,1.1717557251908397
DEN,BOI,WN,1082,681,4,15.701575532900835,11.034354688950788
MDW,RDU,WN,1081,530,13,10.696629213483146,5.848826291079813
BOS,LAX,AA,1080,337,5,12.880111524163569,2.191806331471136
LAX,BOS,AA,1080,247,5,10.649628252788103,4.766076421248835
COS,DFW,AA,1080,355,27,18.33048433048433,17.722592945662537
DFW,COS,AA,1080,484,26,18.954502369668248,13.661904761904761
PHL,BOS,B6,1080,291,18,6.010357815442561,0.4052780395852969
PNS,MIA,MQ,1079,353,13,8.48874296435272,6.122295390404515
BWI,PIT,WN,1079,665,9,15.786915887850467,9.163551401869158
MDW,DTW,WN,1079,591,9,13.231775700934579,5.7401869158878505
DTW,MDW,WN,1079,463,11,9.73876404494382,2.8405253283302065
BOS,PHL,B6,1079,316,17,8.054613935969869,1.5226415094339623
MIA,PNS,MQ,1079,291,13,6.3889409559512655,3.8610328638497653
IAD,ATL,UA,1079,337,10,9.57329598506069,2.980337078651685
ORD,XNA,MQ,1074,304,9,7.626291079812207,1.3383458646616542
BOI,DEN,WN,1074,401,3,6.309056956115779,-1.7097378277153559
CHA,DFW,MQ,1073,416,20,17.260208926875592,12.883809523809523
DFW,CHA,MQ,1072,311,20,8.39089184060721,2.6152380952380954
BWI,ORD,UA,1071,232,13,4.80718336483932,1.5113851992409868
RDU,MDW,WN,1071,517,12,13.135033050047214,5.740037950664137
XNA,ORD,MQ,1071,340,9,8.03954802259887,5.15515610217597
SFO,ORD,AA,1070,443,9,21.27144203581527,14.051039697542533
ORD,SFO,AA,1070,548,9,23.336475023562677,19.57750472589792
ORD,CAK,OO,1070,428,18,21.59164292497626,16.440114068441066
CAK,ORD,OO,1069,299,17,19.401140684410645,17.723120837297813
ORD,BWI,UA,1069,364,10,10.521246458923512,7.0680529300567105
SJC,LAS,NK,1068,401,10,11.897920604914933,8.916824196597354
ONT,PHX,AA,1068,229,2,9.544090056285178,7.916353383458647
PHX,ONT,AA,1068,383,3,12.88356807511737,7.420657276995305
LAS,SJC,NK,1067,335,11,6.678638941398866,2.7926136363636362
CLT,GRR,AA,1067,481,11,17.216856060606062,11.998100664767332
GRR,CLT,AA,1067,374,12,16.145023696682465,11.632227488151658
ATL,LGA,B6,1067,460,22,24.222753346080307,19.137596899224807
LGA,ATL,B6,1065,443,24,19.63470757430489,13.23625843780135
ALB,DCA,OH,1064,255,31,16.31431334622824,12.50875486381323
ATL,IAD,UA,1064,323,9,7.508056872037915,3.8804554079696394
DCA,ALB,OH,1064,372,39,14.027184466019417,6.763671875
ORD,CLT,UA,1062,363,14,10.705152671755725,7.948275862068965
IND,MSP,DL,1062,256,9,6.806451612903226,0.20266412940057088
MCO,BOS,NK,1061,481,20,17.43996157540826,11.34326923076923
MSP,IND,DL,1061,329,8,7.728395061728395,4.551855375832541
CLT,ORD,UA,1061,319,11,12.368571428571428,9.809933142311365
BOS,MCO,NK,1061,600,26,27.794202898550726,15.746835443037975
PHX,PSP,OO,1061,261,2,2.7743153918791315,0.34720908230842007
BOS,DFW,DL,1060,319,8,14.069391634980988,4.163636363636364
BOI,DEN,UA,1060,252,26,5.937137330754352,0.6065891472868217
DFW,BOS,DL,1060,365,9,17.273073263558516,7.15443279313632
PSP,PHX,OO,1060,147,2,-0.16918714555765596,1.1693472090823085
JAC,SLC,DL,1059,300,8,14.199809705042817,5.41674595623216
SLC,JAC,DL,1059,308,7,20.467741935483872,8.736030828516377
DFW,PNS,AA,1058,601,37,36.4633431085044,34.83480825958702
DFW,SJC,AA,1058,556,15,17.48705656759348,10.021133525456293
PNS,DFW,AA,1058,569,38,40.44019607843137,40.71442687747036
SJC,DFW,AA,1058,349,15,15.63758389261745,6.9264278799612775
MDW,SDF,WN,1057,492,10,10.355300859598854,3.5453677172874882
MBS,ORD,OO,1057,343,24,17.20135527589545,14.113702623906706
DTW,MBS,OO,1057,289,6,16.147338403041825,13.078095238095239
ORD,MBS,OO,1057,371,21,15.940212150433943,11.655405405405405
MBS,DTW,OO,1057,245,7,12.208571428571428,7.527619047619048
PHX,EWR,AA,1056,436,4,12.75190114068441,12.551196172248805
ATL,DEN,UA,1056,299,19,9.577071290944124,1.2355212355212355
EWR,PHX,AA,1056,517,6,23.303809523809523,9.98661567877629
DEN,BOI,UA,1056,437,18,14.252408477842003,11.120423892100193
DEN,ATL,UA,1055,413,13,10.393474088291747,5.3882466281310215
DFW,AEX,OO,1055,214,26,6.042677012609118,0.59375
AEX,DFW,OO,1055,303,24,18.04073714839961,13.555339805825243
SLC,SFO,OO,1055,326,9,12.739005736137667,8.523992322456813
MCO,BWI,NK,1055,506,17,20.364773820981714,14.54054054054054
MCI,STL,WN,1055,365,11,6.35727969348659,-0.029693486590038315
SDF,MDW,WN,1054,342,13,6.146013448607109,-1.1057692307692308
DEN,DRO,OO,1054,311,11,10.316395014381591,4.670202507232402
BWI,MCO,NK,1053,402,18,17.584942084942085,9.084139264990329
DRO,DEN,OO,1053,280,12,18.046109510086456,14.04138594802695
ACV,SFO,OO,1053,336,25,21.41147859922179,21.1147859922179
ORD,FAR,OO,1053,497,14,25.859480269489893,21.632850241545892
FAT,SLC,OO,1052,265,1,8.9686013320647,1.6923809523809523
SFO,ACV,OO,1052,451,26,24.579710144927535,19.487204724409448
SLC,FAT,OO,1052,211,1,3.3415794481446244,-1.049476688867745
CVG,JFK,YX,1051,176,23,1.6245136186770428,-4.6027263875365145
SEA,EUG,OO,1051,270,12,6.548604427333975,3.4003849855630413
JFK,CVG,YX,1051,136,15,-1.2942307692307693,-9.171814671814673
FAR,ORD,OO,1050,291,15,22.093719806763286,17.857696030977735
TPA,HOU,WN,1050,495,20,13.26116504854369,7.52729044834308
EUG,SEA,OO,1050,217,13,4.734811957569913,-1.677917068466731
ECP,BNA,WN,1050,357,8,6.166026871401152,1.0826923076923076
FLL,EWR,B6,1050,558,17,24.178121974830592,18.875968992248062
SDF,DFW,AA,1049,427,26,23.742439024390244,19.58570029382958
DEN,SLC,F9,1049,454,11,14.70038535645472,12.15028901734104
STL,MCI,WN,1049,550,8,12.813819577735124,6.635226179018287
SLC,DEN,F9,1049,333,16,13.87137330754352,12.412391093901258
DFW,SDF,AA,1049,543,24,24.937621832358673,20.874146341463415
BNA,ECP,WN,1049,445,5,8.221264367816092,3.0057581573896353
JAN,DFW,MQ,1048,437,23,17.08869395711501,13.855327468230694
LGA,DEN,DL,1048,315,14,13.31431334622824,1.5960975609756098
HNL,LAS,HA,1048,478,2,9.466093600764088,2.8328530259365996
DEN,LGA,DL,1048,349,15,15.495643756050338,6.683333333333334
DFW,JAN,MQ,1048,359,20,11.718446601941748,9.709551656920079
ELP,HOU,WN,1046,361,12,6.422630560928433,0.20116618075801748
SFO,FAT,OO,1046,428,17,13.030126336248784,7.793974732750243
IAH,SLC,DL,1046,348,7,12.694898941289702,4.829479768786127
LAS,HNL,HA,1046,594,2,18.586206896551722,16.743515850144092
DFW,DSM,AA,1046,595,20,36.07017543859649,31.161951219512193
DSM,DFW,AA,1046,478,22,34.578125,29.169607843137253
JAC,DEN,UA,1046,320,13,12.845261121856867,8.039767216294859
DEN,JAC,UA,1046,404,10,15.064423076923077,8.5634765625
MOB,DFW,MQ,1045,368,20,9.71219512195122,7.235063663075416
ELP,LAS,WN,1045,398,2,9.798657718120806,4.404990403071017
SLC,IAH,DL,1045,303,6,9.456207892204043,5.6698841698841695
EWR,FLL,B6,1045,431,18,19.96206225680934,13.4130859375
MCO,PVD,WN,1044,493,14,12.46116504854369,6.3232716650438165
FAT,SFO,OO,1044,326,14,13.193986420950534,7.889105058365759
DFW,MOB,MQ,1044,338,18,9.10029211295034,5.613880742913001
HOU,TPA,WN,1044,488,21,12.6171875,4.766895200783545
MDW,SAN,WN,1043,534,12,12.748305905130687,5.2428991185112634
PDX,LAS,NK,1043,325,15,8.421206225680933,2.556420233463035
PVD,MCO,WN,1043,455,19,13.3291015625,5.281372549019608
BWI,CLT,WN,1043,716,2,17.043227665706052,12.675024108003857
CLT,BWI,WN,1042,619,3,18.051010587102983,13.46390760346487
LAS,ELP,WN,1042,521,2,13.035576923076922,6.2846153846153845
LAS,IND,WN,1041,604,1,15.7625,6.7921077959576515
EWR,JAX,UA,1041,301,18,9.665689149560118,4.9520547945205475
LAS,PDX,NK,1041,386,9,9.470474346563407,3.5339147286821704
IND,LAS,WN,1040,583,1,10.864292589027912,0.13416988416988418
BOI,PDX,OO,1040,199,6,1.4216634429400388,1.1963249516441006
SAN,MDW,WN,1039,597,9,13.533980582524272,5.590243902439024
JFK,TPA,B6,1039,503,29,20.112871287128712,10.969
TPA,JFK,B6,1039,443,29,23.03168316831683,17.926441351888666
PDX,BOI,OO,1039,254,2,4.093539054966249,5.538090646094504
BUF,LGA,YX,1039,213,37,4.019900497512438,-0.012012012012012012
LGA,BUF,YX,1039,189,33,2.759405940594059,-3.0139165009940356
JAX,EWR,UA,1039,283,19,14.275490196078431,7.443786982248521
FAR,DEN,OO,1038,306,17,15.886385896180215,10.871316306483301
ATL,IAH,UA,1037,321,19,13.707269155206287,11.245059288537549
CVG,JFK,9E,1036,264,26,10.143564356435643,2.242814667988107
JFK,CVG,9E,1036,269,27,9.261599210266535,1.6491575817641229
DEN,MAF,OO,1035,318,16,8.861629048086359,3.622418879056047
MCO,CLE,F9,1034,320,24,10.033630069238377,7.489593657086224
DEN,FAR,OO,1034,332,12,10.41095890410959,4.385896180215475
MAF,DEN,OO,1034,244,12,9.438356164383562,5.400789733464956
ORD,TYS,OO,1033,352,13,14.218627450980392,8.678781925343811
SFO,SLC,OO,1033,412,8,17.46439024390244,8.397073170731707
EWR,SEA,UA,1032,381,16,13.98824681684623,3.198420533070089
SEA,EWR,UA,1032,338,17,11.822660098522167,3.763366336633663
TYS,ORD,OO,1032,238,19,12.648568608094768,9.231912784935579
CLE,MCO,F9,1030,542,29,28.253493013972054,17.167
FSD,DEN,OO,1030,181,10,6.065686274509804,-2.2851524090462143
DEN,FSD,OO,1029,302,8,10.576885406464251,3.7627952755905514
SLC,SAT,DL,1029,299,6,7.572825024437928,4.600588812561335
HOU,ELP,WN,1029,499,9,12.58529411764706,3.968596663395486
ATL,SBN,OO,1028,364,8,21.370588235294118,17.36738703339882
SAT,SLC,DL,1028,303,6,11.03816046966732,4.145935357492654
SBN,ATL,OO,1027,342,9,16.94793713163065,9.45069033530572
DFW,MSN,AA,1027,591,19,34.307539682539684,28.24652087475149
MSN,DFW,AA,1027,451,20,32.13803376365442,27.426573426573427
ONT,LAS,F9,1027,345,17,19.1404549950544,13.892079207920792
PSP,DFW,AA,1026,270,21,14.8,9.745508982035927
LAS,ONT,F9,1026,273,10,7.579154375614553,3.7539370078740157
DFW,PSP,AA,1026,507,22,21.460696517412934,14.555888223552895
HPN,ORD,MQ,1026,288,20,8.222993062438057,2.6762948207171315
ORD,HPN,MQ,1026,291,17,7.76162215628091,3.180099502487562
DEN,ORD,AA,1025,331,12,18.913129318854885,13.820792079207921
ORD,DEN,AA,1024,413,9,21.258128078817734,17.056324110671937
ORD,BNA,UA,1024,378,13,10.74480712166172,4.748758689175769
SLC,GTF,OO,1023,138,0,1.9481915933528837,-4.279138099902057
GTF,SLC,OO,1023,151,0,1.9345063538611926,-3.5577299412915853
LGA,CLE,9E,1022,236,39,5.695740365111562,-4.530549898167006
CLE,LGA,9E,1022,236,43,18.36178861788618,9.917008196721312
BNA,ORD,UA,1021,254,12,9.718533201189297,10.364087301587302
IAH,ATL,UA,1020,503,14,20.94135188866799,17.318407960199004
PHX,PDX,AS,1020,217,23,0.22668004012036108,0.1678391959798995
MKE,PHX,WN,1019,478,8,8.472332015810277,0.14455445544554454
MSP,OMA,OO,1019,269,1,9.633595284872298,6.706981317600786
PHX,MKE,WN,1018,579,3,12.466009852216748,6.34452122408687
MSP,DSM,9E,1018,234,10,5.723214285714286,4.0587064676616915
DEN,GJT,OO,1018,279,12,8.988083416087388,4.135323383084577
ATL,ABE,9E,1017,231,14,4.72410358565737,1.664
VPS,DFW,AA,1017,375,20,34.18054162487462,31.940464177598386
OMA,MSP,OO,1017,266,2,10.533004926108374,8.275147928994082
DSM,MSP,9E,1017,202,11,6.350894632206759,3.337972166998012
GJT,DEN,OO,1017,257,13,11.76195219123506,6.100798403193613
ABE,ATL,9E,1017,264,14,9.417746759720837,0.6693306693306693
TPA,ORD,AA,1016,358,27,19.304347826086957,14.116988809766022
ORD,TPA,AA,1016,423,20,17.818273092369477,14.329305135951662
PDX,PHX,AS,1016,365,15,6.20979020979021,5.2692692692692695
SLC,ORD,DL,1016,304,10,15.146123260437376,7.977022977022977
AUS,LAX,AA,1016,327,11,15.134328358208956,10.240279162512463
ORD,SLC,DL,1016,351,11,15.953233830845772,8.414755732801595
DFW,VPS,AA,1016,493,19,25.892785571142284,20.5
ELP,AUS,WN,1015,296,3,5.758893280632411,2.4183976261127595
LAX,AUS,AA,1015,348,9,19.112326043737575,11.34228855721393
HOU,DCA,WN,1015,477,8,11.32638888888889,2.4378109452736316
DCA,HOU,WN,1015,527,8,13.565044687189673,4.556112224448897
CLT,AGS,OH,1015,392,37,31.288481141692152,24.087090163934427
DAL,LIT,WN,1014,509,6,13.950445986124876,5.151093439363817
SGF,ORD,OO,1014,352,15,21.733733733733732,16.19396984924623
AUS,ELP,WN,1014,516,2,13.00296442687747,8.632047477744807
DSM,DEN,UA,1014,238,14,9.143856143856144,7.039078156312625
AGS,CLT,OH,1013,380,29,19.471544715447155,19.621951219512194
MSY,BWI,WN,1013,490,11,10.353293413173652,5.458
LIT,DAL,WN,1013,356,3,7.778217821782178,1.257936507936508
ORD,SGF,OO,1013,395,17,20.44533600802407,14.33131313131313
SEA,OGG,AS,1013,486,23,9.695959595959597,-5.434426229508197
OGG,SEA,AS,1013,419,31,10.271617497456765,2.48659793814433
FSM,DFW,MQ,1012,316,22,11.894046417759839,6.963636363636364
DFW,FSM,MQ,1012,303,21,9.803625377643504,5.984802431610942
DEN,DSM,UA,1012,366,11,13.29441117764471,10.29789368104313
SNA,ATL,DL,1011,359,10,17.49150849150849,9.540160642570282
ATL,SNA,DL,1011,382,7,10.081673306772908,6.48948948948949
ATL,ROC,DL,1011,366,9,10.9061876247505,7.248248248248248
ATL,ALB,DL,1011,331,11,11.293,9.287287287287286
ALB,ATL,DL,1011,397,13,12.657314629258517,2.338368580060423
ATL,SYR,DL,1011,356,8,10.40677966101695,6.014970059880239
ROC,ATL,DL,1011,466,10,14.047904191616766,2.6132264529058116
SYR,ATL,DL,1011,290,9,8.471057884231536,-2.4549098196392785
SEA,PHX,WN,1011,607,0,14.462908011869436,7.358061325420376
BWI,MSY,WN,1010,615,8,15.768463073852296,9.508508508508509
LCH,DFW,OO,1010,229,23,19.871327254305978,16.521783181357648
LAS,OMA,WN,1010,554,10,15.378,9.692462311557788
DFW,LCH,OO,1010,206,23,10.06072874493927,5.037563451776649
EWR,SDF,YX,1010,209,29,5.336048879837067,-5.149131767109295
SDF,EWR,YX,1008,159,18,0.19696969696969696,-9.45740365111562
PHX,SLC,OO,1006,229,0,3.4502982107355864,-1.4398009950248756
MCI,HOU,WN,1006,425,8,9.454909819639278,2.938631790744467
SLC,PHX,OO,1006,143,0,-1.117296222664016,-3.7773359840954273
IAH,PHL,UA,1006,387,18,14.684529828109202,9.731509625126646
PHL,IAH,UA,1005,332,21,8.78048780487805,1.7987742594484168
MSP,GFK,OO,1005,254,4,9.075924075924076,4.102897102897103
HOU,MCI,WN,1005,442,4,10.88011988011988,2.995
GFK,MSP,OO,1005,203,6,6.621621621621622,2.1681681681681684
MDW,DTW,OO,1004,287,8,10.910642570281125,7.438755020080321
ATL,PVD,DL,1004,349,7,12.260782347041124,9.1742195367573
PVD,ATL,DL,1004,364,7,15.364092276830492,4.921765295887663
DTW,MDW,OO,1004,306,5,11.693693693693694,11.012048192771084
LAS,BOI,WN,1003,559,0,12.337986041874377,5.075848303393213
KOA,SEA,AS,1003,361,27,9.732106339468302,0.12127440904419322
SEA,KOA,AS,1002,471,27,10.067553735926305,-1.1741397288842543
AUS,TPA,WN,1002,520,18,14.097560975609756,9.224260958205912
DEN,CMH,WN,1002,570,6,14.49698795180723,11.370481927710843
CLT,CVG,OH,1002,421,6,15.092369477911646,12.815075376884423
CVG,CLT,OH,1002,416,8,19.332997987927566,16.007056451612904
PHX,SEA,WN,1001,675,0,14.992007992007991,10.202
MCI,DCA,WN,1000,389,12,9.932186234817813,5.64263959390863
DCA,MCI,WN,1000,449,8,8.452620967741936,0.715438950554995
GSO,LGA,YX,999,209,26,6.5661538461538465,4.489208633093525
LGA,GSO,YX,999,187,23,2.7850562947799387,-3.973305954825462
DFW,ORF,AA,998,523,30,23.585993820803296,15.402489626556017
ORD,ASE,OO,998,447,33,26.106735751295336,17.58114035087719
LAS,MKE,WN,998,582,7,15.598385469223008,7.816986855409504
ORF,DFW,AA,998,386,31,21.08169596690796,13.25287356321839
MDW,MSY,WN,997,503,12,12.661928934010152,5.780388151174668
JFK,SAN,DL,997,357,7,8.258585858585858,-9.184959349593496
SAN,JFK,DL,997,369,10,15.97163120567376,5.918367346938775
RIC,DFW,AA,997,416,21,24.102459016393443,16.696813977389517
MSY,MDW,WN,997,494,7,11.22929292929293,3.4046653144016226
DFW,RIC,AA,997,555,20,24.063394683026583,15.127179487179488
BOI,LAS,WN,996,354,2,7.422535211267606,2.97583081570997
LGA,RDU,AA,996,298,27,22.615463917525773,17.431818181818183
SEA,MFR,OO,996,259,8,7.448938321536906,1.7472081218274111
RDU,LGA,AA,996,327,28,21.46542827657379,18.693581780538302
ASE,ORD,OO,996,414,65,30.541353383458645,22.519736842105264
MFR,SEA,OO,996,189,9,6.236068895643363,1.6200607902735562
AUS,MSP,DL,995,316,4,15.020181634712412,8.007063572149343
MSP,AUS,DL,995,292,3,7.963709677419355,3.073022312373225
RNO,PHX,AA,995,280,5,18.616161616161616,13.212121212121213
DCA,CVG,9E,994,314,12,11.70366598778004,4.781059063136456
CVG,DCA,9E,994,235,12,6.485743380855397,6.236493374108053
DFW,BWI,AA,994,560,25,22.889690721649483,14.821576763485478
BWI,DFW,AA,994,420,25,24.797729618163054,13.603537981269511
BOS,SLC,DL,993,367,6,12.5177304964539,-0.9085365853658537
EWR,SEA,AS,993,415,28,11.200620475698035,2.187110187110187
OMA,LAS,WN,993,443,9,11.637195121951219,2.821138211382114
PHX,RNO,AA,993,384,3,16.466666666666665,13.282233502538071
SLC,BOS,DL,993,412,4,12.70778564206269,2.159919028340081
SEA,DEN,DL,992,288,4,8.522267206477732,5.090355329949238
SEA,EWR,AS,992,426,25,11.549586776859504,3.545738045738046
DTW,AZO,OO,992,272,16,14.643149284253578,9.729979466119097
ATL,DTW,NK,992,487,11,20.074338085539715,13.705102040816326
DEN,SEA,DL,992,298,4,11.078947368421053,2.522267206477733
SFO,SMF,OO,992,358,14,11.54601226993865,5.826175869120655
AZO,DTW,OO,991,216,16,11.214358974358975,5.643076923076923
PIT,ORD,UA,991,217,8,7.628687690742624,6.258655804480652
ORD,PIT,UA,990,353,9,9.27217125382263,6.407747196738023
GJT,PHX,OO,989,164,4,5.0680203045685275,3.1939086294416246
DTW,ATL,NK,989,354,12,9.993858751279427,4.005122950819672
FLL,CLT,NK,989,504,14,18.28205128205128,15.195473251028806
MKE,LAS,WN,989,448,3,8.404665314401623,-0.7238578680203046
RNO,LAS,NK,988,326,20,8.958677685950413,4.453512396694215
SEA,LAS,WN,988,589,2,14.738336713995944,7.482758620689655
CLT,FLL,NK,988,542,17,27.216271884654994,19.759048603929678
CLT,SJU,AA,988,457,4,23.100609756097562,14.038735983690112
FLL,HOU,WN,988,502,12,12.97438524590164,8.412190082644628
SJU,CLT,AA,988,353,4,23.902439024390244,20.085040983606557
LAS,SEA,WN,988,643,4,16.672764227642276,9.734756097560975
SMF,SFO,OO,988,306,16,16.037037037037038,10.627572016460906
SFO,PDX,AS,988,381,19,11.168214654282766,8.973140495867769
PDX,SFO,AS,988,411,21,11.54076367389061,14.920289855072463
PHX,GJT,OO,988,200,2,3.2755825734549138,-1.1975560081466394
DFW,CHS,AA,987,529,25,25.66112266112266,18.489583333333332
ATL,MSN,DL,987,232,11,5.110655737704918,0.06974358974358974
DEN,MSY,UA,987,327,24,8.462097611630321,2.3697916666666665
HOU,FLL,WN,987,545,15,15.031893004115226,7.76313079299691
TPA,AUS,WN,986,476,23,13.46521287642783,10.563995837669095
CHS,DFW,AA,986,365,26,21.782291666666666,16.40356394129979
PVD,DCA,OH,986,255,25,18.636174636174637,15.737995824634655
MSN,ATL,DL,986,176,12,5.032854209445585,-4.207818930041152
SEA,PSP,AS,985,356,25,6.198958333333334,2.3079331941544887
TUL,DEN,WN,985,349,6,6.3697650663942795,0.8079673135852911
DEN,TUL,WN,985,561,6,14.981613891726251,9.942681678607984
DCA,PVD,OH,984,325,28,17.111574556830032,10.914046121593291
SFO,MIA,AA,984,445,6,28.90593047034765,19.287179487179486
MSY,DEN,UA,984,289,25,8.929166666666667,3.2609603340292277
CMH,DEN,WN,984,437,4,10.208163265306123,1.6226993865030674
MIA,SFO,AA,983,585,6,30.494887525562373,26.80781089414183
CLE,DCA,OH,983,248,13,8.673532440782699,5.4312306101344365
HPN,FLL,B6,983,306,10,12.910677618069816,3.794421487603306
LAS,RNO,NK,983,302,15,8.375,1.328512396694215
SAN,FAT,OO,983,358,7,9.894467213114755,11.953846153846154
DTW,GRB,OO,982,325,8,19.081108829568787,13.0380658436214
FAT,SAN,OO,982,236,9,5.6135662898252825,8.623711340206185
PSP,SEA,AS,982,304,35,3.775079197465681,0.2624338624338624
MHT,CLT,OH,982,286,21,14.681581685744016,7.506263048016701
GRB,DTW,OO,981,203,8,12.520041109969167,7.139917695473251
DCA,CLE,OH,981,278,18,10.301867219917012,3.8650051921079958
BOS,LAS,B6,981,326,3,9.917262512768131,0.060450819672131145
DEN,PHL,UA,981,376,8,8.549281314168377,1.5478887744593204
CLT,MHT,OH,980,350,16,11.82279792746114,6.626168224299065
LAS,BOS,B6,980,381,6,17.553388090349078,7.044071353620147
MSP,MDW,OO,979,252,9,8.733539094650206,7.058884297520661
FLL,HPN,B6,979,409,7,17.763860369609855,12.26839378238342
GSO,LGA,9E,979,174,35,5.195767195767195,-2.28586609989373
DFW,MHK,MQ,979,290,15,7.658031088082901,2.2025052192066807
LGA,GSO,9E,978,244,33,7.270327349524815,-6.940552016985138
MHK,DFW,MQ,978,251,16,7.453790238836968,-3.375391032325339
MDW,MSP,OO,978,307,6,17.263374485596707,12.588477366255145
DFW,GRR,AA,977,533,14,32.111111111111114,26.464656964656964
IAD,DFW,UA,977,314,9,11.209710743801653,6.617219917012448
GRR,MDW,WN,977,359,6,7.186405767250258,2.021694214876033
GRR,DFW,AA,977,473,14,26.63136033229491,21.92179353493222
PHL,DEN,UA,977,248,10,7.599794238683128,-5.203933747412008
MDW,GRR,WN,976,498,5,12.365602471678681,5.990721649484536
COS,PHX,WN,976,395,4,9.299382716049383,3.314814814814815
RIC,LGA,9E,976,242,33,10.559915164369036,8.964968152866241
DCA,CAE,OH,976,326,18,11.19937369519833,6.381799163179917
PHX,COS,WN,976,511,4,10.943415637860083,4.574819401444788
CAE,DCA,OH,976,285,20,11.48326359832636,10.40378548895899
GSP,DCA,OH,975,278,21,9.015706806282722,6.0358649789029535
DCA,GSP,OH,975,333,21,14.629319371727748,9.668769716088327
CMH,DCA,YX,975,158,5,1.4175257731958764,-2.25129265770424
LGA,RIC,9E,975,261,35,7.974468085106383,-0.029818956336528223
DCA,CMH,YX,975,196,8,3.3722854188210962,-4.12306101344364
DEN,BZN,UA,973,360,6,12.376421923474664,7.272256728778468
BZN,DEN,UA,973,201,9,7.638341968911917,4.247132429614181
HSV,CLT,OH,972,306,15,13.41692789968652,14.181151832460733
